,categories,seedwords,words,rseeds
48,play,"['tag', 'ball', 'boy']","['swing', 'ground', 'spot', 'stick', 'basket_ball', 'tag', 'feild', 'setter', 'boy', 'playground', 'while', 'hoop', 'darts', 'puck', 'then', 'other_team', 'opposing_team', 'rock', 'bat', 'slide', 'around', 'girl', 'baseball', 'soccer_ball', 'one', 'over', 'beach_ball', 'goalie', 'trophy', 'instead', 'basketball', 'play', 'catcher', 'guy', 'white_ball', 'stands', 'match', 'net', 'ball', 'alex', 'little_girl', 'little_boy', 'cards', 'circle', 'red_ball', 'field', 'toy', 'kid', 'tennis_ball', 'dog', 'football', 'frisbee']","[56, 67, 38]"
49,computer,"['onscreen', 'website', 'programmer']","['user_name', 'forums', 'editors', 'personal_account', 'social_media_sites', 'facebook_account', 'webpage', 'first_video', 'blog', 'entries', 'users', 'accounts', 'profile_page', 'social_media_accounts', 'school_paper', 'other_account', 'new_account', 'advertisement', 'amazon', 'social_network', 'download', 'browser', 'websites', 'itunes', 'quotev', 'home_page', 'twitter', 'email', 'facebook', 'social_networks', 'downloading', 'statuses', 'database', 'youtube_channel', 'internet', 'trends', 'web_page', 'other_sites', 'social_medias', 'google', 'forum', 'omegle', 'homepage', 'usernames', 'email_address', 'onscreen', 'pc', 'twitter_account', 'profile', 'message_board', 'instagram_account', 'articles', 'online', 'wikipedia', 'timeline', 'school_website', 'ig', 'apps', 'ebook', 'app', 'social_media', 'googled', 'profiles', 'website', 'bio', 'youtube_account', 'downloaded', 'programmer', 'computer', 'local_newspaper', 'account', 'youtube', 'username', 'wattpad', 'lists', 'sites', 'search_engine', 'software', 'edits', 'links', 'twitter_page', 'biography', 'passwords', 'wattpad_account', 'facebook_page', 'tumblr']","[15, 64, 31]"
50,college,"['graduate', 'graduate', 'student']","['college', 'yale', 'enrolling', 'my_senior_year', 'senior_year', 'colleges', 'university', 'nyu', 'the_next_year', 'med_school', 'graduated', 'online_classes', 'first_semester', 'public_school', 'transfer', 'highschool', 'two_more_years', 'gcse', 'last_semester', 'universities', 'the_year', 'julliard', 'good_school', 'local_high_school', 'enroll', 'senior_class', 'the_second_year', 'scholarship', 'uni', 'good_education', 'stanford', 'regular_school', 'ucla', 'junior', 'college_classes', 'good_college', 'extra_credit', 'community_service', 'community_college', 'studies', 'the_first_year', 'freshmen', '40', 'curriculum', 'enrolled', 'law_school', 'medical_school', 'high_school', 'my_first_year', 'tutor', 'exams', 'attending', 'graduating', 'second_year', 'grades', 'honor_roll', 'entrance_exam', 'scholarships', 'last_year', 'good_grades', 'another_year', 'valedictorian', 'schooling', 'first_assignment', 'senior', 'graduates', 'first_year', 'my_last_year', 'internship', 'education', 'graduate', '12th_grade', 'this_school_year', 'final_exams', 'harvard', 'gpa', 'oxford', 'top_student', 'collage', 'full_scholarship', 'private_school', 'sixth_form', 'ap_classes', 'online_school', 'summer_school', 'semester', 'second_semester', 'final_year', 'finals', 'student', 'next_year', 'more_year', 'graduation', 'art_school', 'dream_college', 'this_year', 'best_students', 'the_end_of_the_year']","[91, 91, 102]"
51,optimism,"['excite', 'eagerness', 'motivation']","['efforts', 'clarity', 'emotional_state', 'ability', 'capability', 'enthusiasm', 'resolution', 'zeal', 'intellect', 'subtlety', 'inspiration', 'motivation', 'enjoyment', 'determination', 'expectation', 'eagerness', 'sensitivity', 'selfpreservation', 'knowledge', 'capacity', 'willingness', 'bravado', 'inability', 'achievement', 'appeal', 'self_confidence', 'potential', 'selfcontrol', 'reasoning', 'fulfillment', 'failure', 'laziness', 'professionalism', 'persuasion', 'certainty', 'normality', 'common_sense', 'flattery', 'gratification', 'effort', 'motivated', 'ambition', 'conviction', 'independence', 'complexity', 'explanations', 'depth', 'stubbornness', 'sensibility', 'semblance', 'creativity', 'ignorance', 'stability', 'empathy', 'insight', 'awareness', 'positivity', 'optimism', 'sentiment', 'negativity', 'desire', 'current_state', 'confidence', 'morale', 'excite', 'doubts', 'persistence', 'measure', 'restraint', 'inclination', 'patience', 'selfconfidence', 'intimidation', 'success', 'desires', 'failures', 'insecurity', 'current_situation', 'acceptance', 'intelligence', 'bravery', 'experience', 'struggles']","[57, 71, 70]"
52,stealing,"['shoplifting', 'stash', 'robbery']","['robber', 'chemist', 'illegally', 'secret_stash', 'gambling', 'shoplifting', 'stash', 'ebay', 'records', 'raided', 'burglars', 'shipments', 'medical_supplies', 'drug_dealing', 'warrant', 'ammunition', 'burglary', 'illegal_drugs', 'stealing', 'case', 'real_estate', 'meth', 'food_supplies', 'cases', 'good_price', 'bank', 'blood_bank', 'underage_drinking', 'ammo', 'theft', 'suspect', 'robbery', 'factory', 'deposit', 'murders', 'bank_accounts', 'insurance', 'minors', 'rations', 'smuggling', 'dealers', 'bank_account', 'sold', 'cash', 'receipts', 'storage', 'donated', 'drugstore', 'smuggle', 'stock', 'life_savings', 'dealer', 'stashed', 'selling', 'investigators', 'stolen', 'confiscated', 'savings', 'looted', 'supply', 'money', 'sell', 'drugs', 'supplier', 'robbers', 'vandalism', 'stocks', 'robberies', 'valuables', 'murder_weapon', 'smuggled', 'stored', 'shipment', 'kidnapping', 'batteries', 'purchased', 'goods', 'inventory', 'condoms', 'credit_cards', 'hardware', 'storing', 'robbed', 'black_market', 'emergencies', 'fined', 'robbing', 'prostitution', 'suspects', 'expired', 'cocaine', 'store', 'delivery']","[49, 89, 25]"
53,real_estate,"['upscale', 'residence', 'ownership']","['reserve', 'services', 'organization', 'colony', 'plantation', 'inheritance', 'institution', 'administration', 'parliament', 'ambassador', 'citizen', 'construction', 'testimony', 'exclusively', 'presently', 'monastery', 'establishment', 'lodgings', 'expansion', 'commission', 'contractor', 'employment', 'providence', 'execution', 'employer', 'corporation', 'division', 'estate', 'residents', 'real_estate', 'housing', 'transport', 'properties', 'estates', 'department', 'heirs', 'proprietor', 'abode', 'headquarters', 'domain', 'associates', 'scholars', 'designated', 'convenience', 'possession', 'appointed', 'ownership', 'purposes', 'reside', 'operations', 'senate', 'disposal', 'accordance', 'commissioned', 'resident', 'manor', 'organisation', 'buyer', 'community', 'upscale', 'region', 'lodging', 'settlement', 'church', 'royal_family', 'service', 'representative', 'expressly', 'facility', 'founder', 'afforded', 'residence', 'property', 'resource', 'household', 'employed', 'obligations', 'association', 'enterprise', 'province', 'occupation', 'advisors', 'empire', 'compound']","[63, 38, 71]"
54,home,"['bungalow', 'porch', 'living']","['complex', 'front_porch', 'apartment', 'own_house', 'small_house', 'beautiful_house', 'apartment_building', 'small_family', 'front_lawn', 'giant_house', 'farm', 'attic', 'small_home', 'graveyard', 'main_house', 'little_cabin', 'abandoned_house', 'guest_house', 'small_cabin', 'family_home', 'home', 'small_place', 'house', 'small_cottage', 'suburbs', 'shack', 'penthouse', 'tree_house', 'little_house', 'childhood_home', 'massive_house', 'neighborhood', 'townhouse', 'back_yard', 'living', 'old_apartment', 'big_house', 'apartments', 'huge_house', 'mansion', 'porch', 'condo', 'backyard', 'bungalow', 'lived', 'little_village', 'back_garden', 'little_town', 'loft', 'treehouse', 'live', 'log_cabin', 'little_home', 'front_yard', 'villa', 'little_apartment', 'lawn', 'little_cottage', 'white_house', 'country_side', 'cottage', 'white_picket_fence', 'small_apartment', 'farm_house', 'huge_mansion', 'town', 'garden', 'little_shack', 'yard', 'old_house', 'farmhouse', 'large_house', 'story_house', 'old_home', 'big_mansion', 'tiny_house']","[57, 50, 28]"
55,divine,"['commandment', 'sacrificial', 'blessing']","['sacrifice', 'forsake', 'lineage', 'the_moon_goddess', 'righteousness', 'almighty', 'baptized', 'decreed', 'reborn', 'privilege', 'resurrection', 'mortality', 'prosperity', 'offspring', 'sacrificial', 'birthed', 'pledged', 'greatness', 'greater_good', 'blessed', 'rejoice', 'prophet', 'bestowed', 'virtue', 'rebirth', 'the_holy_spirit', 'honour', 'conception', 'good_fortune', 'special_gift', 'bloodline', 'blessings', 'gods', 'curse', 'goddess', 'good_deeds', 'loyalty', 'descendants', 'birthright', 'creator', 'conceived', 'descendant', 'legacy', 'blessing', 'human_life', 'gift', 'last_wish', 'reincarnated', 'merciful', 'sacrificed', 'covenant', 'heavens', 'eternal_life', 'fates', 'higher_power', 'faith', 'bestow', 'reincarnation', 'honor', 'deity', 'immortality', 'commandment', 'descendent', 'great_gift', 'sacrifices', 'worship', 'chastity', 'redemption', 'moon_goddess', 'great_power', 'allah', 'afterlife', 'yagya', 'exile', 'seer', 'greatest_gift', 'divine', 'salvation', 'sinned', 'guardian_angel', 'grant']","[11, 24, 57]"
56,sexual,"['vaginal', 'virgin', 'steamy']","['bisexual', 'sexual', 'fucked', 'sex', 'steamy', 'just_sex', 'man_whore', 'gonna_lie', 'lesbian', 'great_kisser', 'horny', 'vaginal', 'good_kisser', 'gay', 'one_night_stand', 'virgin', 'hot', 'kinky']","[59, 71, 32]"
57,fear,"['paranoia', 'distrust', 'frightened']","['bravado', 'irate', 'helplessness', 'distraught', 'resentful', 'terrified', 'loathing', 'saddened', 'devastation', 'hostile', 'distressed', 'unsettling', 'trepidation', 'weary', 'anxiety', 'paranoia', 'apprehension', 'resentment', 'aggression', 'sympathetic', 'distrust', 'grief', 'unsettled', 'indifference', 'uneasy', 'unease', 'insecurity', 'enraged', 'troubled', 'wary', 'melancholy', 'frightening', 'hostility', 'vulnerability', 'stricken', 'weariness', 'remorse', 'uncertain', 'wariness', 'remorseful', 'pained', 'anxiousness', 'apprehensive', 'alarmed', 'sickened', 'frightened', 'uncertainty', 'guilt', 'angered', 'desperation', 'terrifying', 'petrified', 'turmoil', 'infuriated', 'suspicion', 'fear', 'uneasiness', 'panic', 'unnerved', 'fearful']","[6, 17, 41]"
58,irritability,"['dissatisfied', 'discomfort', 'annoyance']","['dissatisfied', 'annoyance', 'chagrin', 'exasperation', 'displeasure', 'playfulness', 'grimace', 'satisfaction', 'malice', 'dislike', 'animosity', 'incredulity', 'concern', 'discontent', 'dissatisfaction', 'skepticism', 'trepidation', 'mortification', 'irritation', 'curiousity', 'uncomfortableness', 'anger', 'apprehension', 'smugness', 'resentment', 'aggression', 'indifference', 'unease', 'nonchalance', 'urgency', 'impatience', 'revulsion', 'harshness', 'disgust', 'disinterest', 'frustration', 'disapproval', 'distress', 'outrage', 'hostility', 'disappointment', 'indignation', 'weariness', 'response', 'embarrassment', 'seriousness', 'wariness', 'inner_turmoil', 'disdain', 'aggravation', 'anxiousness', 'amusement', 'dissapointment', 'protest', 'tenseness', 'bewilderment', 'agitation', 'irritability', 'uncertainty', 'curiosity', 'nervousness', 'desperation', 'suspicion', 'reluctance', 'discomfort', 'mockery', 'uneasiness', 'jealousy', 'distaste', 'eagerness', 'confusion', 'contempt', 'defiance']","[43, 61, 37]"
59,superhero,"['armored', 'garb', 'hero']","['destroyer', 'mercenary', 'protector', 'sorcerer', 'noble', 'prophet', 'great_warrior', 'slain', 'hero', 'trickster', 'robin_hood', 'superhero', 'pirate', 'fallen_angel', 'armored', 'shining_armor', 'magician', 'hyrule', 'knight', 'saviour', 'namesake', 'maiden', 'warrior', 'legendary', 'savior', 'garb', 'nobleman', 'tyrant', 'huntress', 'survivor', 'guardian', 'villain', 'entire_kingdom', 'heroes']","[25, 20, 14]"
60,business,"['administration', 'sell', 'freelance']","['sale', 'services', 'taxes', 'sells', 'funds', 'advertised', 'good_money', 'big_money', 'illegally', 'gambling', 'deals', 'hire', 'discount', 'inheritance', 'ebay', 'administration', 'profits', 'fortune', 'income', 'as_much_money', 'owning', 'afford', 'sales', 'cheapest', 'fees', 'donate', 'trading', 'merchants', 'industry', 'shipments', 'charity', 'extra_money', 'funded', 'sponsor', 'acquire', 'auction', 'corporation', 'real_estate', 'housing', 'properties', 'mortgage', 'government', 'budget', 'buy', 'obtain', 'little_money', 'trust_fund', 'deposit', 'hiring', 'bank_accounts', 'charities', 'insurance', 'minors', 'smuggling', 'rob', 'dealers', 'sold', 'business', 'donated', 'wages', 'maintenance', 'lawyers', 'smuggle', 'more_money', 'businesses', 'cater', 'steal', 'disposal', 'purchase', 'rent', 'extra_cash', 'freelance', 'trade', 'selling', 'repairs', 'finances', 'cheap', 'profit', 'investments', 'millions_of_dollars', 'funding', 'savings', 'employ', 'buyer', 'supply', 'money', 'tax', 'buyers', 'sell', 'provide', 'companies', 'transportation', 'currency', 'gamble', 'stocks', 'earn', 'owners', 'merchandise', 'college_fund', 'investment', 'donating', 'purchased', 'invest', 'goods', 'farming', 'bankrupt', 'house', 'expenses', 'qualify', 'work', 'robbed', 'black_market', 'upgrade', 'connections', 'employed', 'prostitution', 'robbing', 'procure', 'donations', 'store', 'pay', 'bribe', 'fund']","[106, 103, 10]"
61,driving,"['motorway', 'pave', 'parked']","['familiar_car', 'complex', 'high_way', 'apartment_building', 'black_car', 'parents_car', 'minivan', 'busy_road', 'blue_jeep', 'driving', 'mini_van', 'many_cars', 'black_porsche', 'school_parking_lot', 'parking_garage', 'white_car', 'black_van', 'limousine', 'back_road', 'carpark', 'school_car_park', 'black_mustang', 'driveway', 'student_parking_lot', 'apartment_complex', 'office_building', 'mustang', 'gravel_road', 'silver_car', 'highway', 'black_truck', 'red_convertible', 'old_truck', 'black_range', 'parked', 'cruised', 'black_suv', 'side_road', 'hummer', 'white_van', 'parking_lot', 'pave', 'pickup_truck', 'rode', 'black_limo', 'parking_spot', 'park', 'drive_way', 'blue_car', 'parking_area', 'rental_car', 'tinted_windows', 'long_drive_way', 'big_building', 'interstate', 'long_driveway', 'drove', 'black_audi', 'idled', 'huge_building', 'flat_building', 'schools_parking_lot', 'other_car', 'apartment_block', 'deserted_road', 'mall_parking_lot', 'main_street', 'truck', 'car', 'range_rover', 'black_jeep', 'few_cars', 'black_bmw', 'idling', 'car_lot', 'parks', 'main_road', 'motorway', 'other_cars', 'only_car', 'black_limousine', 'camaro', 'out_front', 'parking', 'back_parking_lot', 'jeep', 'freeway', 'side_street', 'black_range_rover', 'black_mercedes', 'suv', 'red_mustang', 'red_car', 'car_park', 'the_end_of_the_street', 'parking_space', 'police_cruiser', 'parking_spaces', 'small_parking_lot', 'black_motorcycle', 'parkinglot', 'garage', 'dirt_road']","[101, 103, 26]"
62,pet,"['pet', 'carrier', 'goldfish']","['treats', 'candy', 'cow', 'pig', 'carrier', 'frog', 'puppy', 'cat', 'fox', 'kittens', 'squirrel', 'animal', 'toad', 'bunny', 'monkey', 'hamster', 'pup', 'dogs', 'donkey', 'bear', 'kitten', 'poodle', 'goldfish', 'unicorn', 'new_toy', 'child', 'rabbit', 'worm', 'lizard', 'buddy', 'pug', 'cub', 'golden_retriever', 'rat', 'kit', 'puppies', 'goat', 'mouse', 'dinosaur', 'elephant', 'pet', 'doll', 'dusty', 'toy', 'crab', 'old_dog', 'toddler', 'parrot', 'foal', 'dog', 'pets', 'cage']","[22, 29, 25]"
63,childish,"['weirdness', 'mischievous', 'tickle']","['teasing', 'taunt', 'chuckle', 'adorably', 'teased', 'cuteness', 'infectious', 'squirm', 'laugh', 'childish', 'joke', 'silliness', 'weirdness', 'tease', 'playful', 'cheeky', 'blush', 'mock', 'poke', 'mocking', 'pout', 'smirk', 'tickle', 'smile', 'tickled', 'ticklish', 'mischievous', 'contagious', 'tickles', 'tickling', 'giggle', 'softy', 'pinch']","[68, 30, 5]"
64,cooking,"['garlic', 'cooked', 'broil']","['roast', 'oatmeal', 'beef_stew', 'ravioli', 'pumpkin_pie', 'cooked', 'other_food', 'ate', 'tortillas', 'sausages', 'lobster', 'biscuits', 'salmon', 'buttered', 'favorite_breakfast', 'sugar_cookies', 'chocolate_chip_cookies', 'pork', 'cakes', 'maple_syrup', 'seafood', 'roast_chicken', 'venison', 'stir_fry', 'delicious_food', 'deer_meat', 'oysters', 'pork_chops', 'veggies', 'favorite_meal', 'scones', 'pasta', 'strawberries', 'cheeses', 'fruits', 'breads', 'burgers', 'fruit_salad', 'corn', 'fried_eggs', 'fruit', 'chocolate_chip_pancakes', 'apple_pie', 'kimchi', 'croissants', 'spices', 'fresh_bread', 'scrambled_eggs', 'gravy', 'tomato_soup', 'spaghetti', 'omelet', 'meatloaf', 'onions', 'hotdogs', 'homemade', 'chicken_noodle_soup', 'salads', 'asparagus', 'grilled_cheese', 'toasts', 'vegetables', 'breakfast_food', 'cooking', 'desserts', 'fried_chicken', 'stew', 'frying', 'rice', 'garlic', 'fried', 'potato_salad', 'tofu', 'hash_browns', 'mash_potatoes', 'roast_beef', 'hot_dogs', 'omelette', 'dessert', 'steak', 'bacons', 'grilled', 'shrimp', 'fried_rice', 'leftovers', 'grilled_chicken', 'baked_chicken', 'delicious_breakfast', 'onion', 'bread', 'spinach', 'beef', 'chicken_soup', 'raisins', 'cinnamon_buns', 'toast', 'other_foods', 'porridge', 'dumplings', 'sausage', 'sushi', 'wolfed', 'chili', 'broccoli', 'raw_meat', 'crackers', 'sandwiches', 'blueberry_pancakes', 'mushrooms', 'french_toast', 'macaroni', 'mashed_potatoes', 'seasoning', 'omelets', 'enchiladas', 'fresh_fruit', 'crepes', 'only_food', 'french_fries', 'bacon', 'blueberries', 'olives', 'baked_potatoes', 'cooks', 'waffles', 'hamburgers', 'brownies', 'cheese', 'broil', 'cinnamon_rolls', 'vegetable', 'baked', 'potatoes', 'roasted_chicken', 'meat', 'meatballs', 'oats', 'peppers', 'chicken', 'dished', 'tuna', 'cabbage', 'steaks', 'garlic_bread', 'stale_bread', 'baking', 'curry', 'seasoned', 'cucumbers', 'peaches', 'toasted', 'roasted', 'casserole', 'bagels', 'lasagna', 'lasagne', 'cornbread', 'soup', 'chocolate_cake', 'mashed_potato', 'meats', 'green_beans', 'turkey']","[157, 167, 96]"
65,exasperation,"['flaring', 'outraged', 'pent']","['contorted', 'exasperation', 'fueling', 'flared', 'hardened', 'loathing', 'intensifying', 'flaming', 'pure_anger', 'blazing', 'such_anger', 'bubbling', 'flamed', 'own_anger', 'pure_hatred', 'sparking', 'overpowering', 'murderous', 'seethe', 'inflamed', 'seething', 'tainting', 'simmering', 'anger', 'fumed', 'boiling', 'pure_fury', 'pent', 'agitated', 'simmered', 'menace', 'fuelling', 'lashing', 'enraged', 'overtaking', 'pure_rage', 'bristled', 'rage', 'palpable', 'outrage', 'fueled', 'indignation', 'blaze', 'bristling', 'livid', 'raged', 'aggravation', 'so_much_anger', 'smoldered', 'contorting', 'tinged', 'flare', 'agitation', 'outraged', 'slight_fear', 'wulf', 'fury', 'vexation', 'flaring', 'defiance', 'fuelled', 'pure_hate']","[48, 2, 22]"
66,religion,"['pew', 'ritual', 'superstition']","['stronghold', 'priest', 'siege', 'empress', 'colony', 'procedure', 'rituals', 'magicians', 'realm', 'sacrifice', 'meditation', 'testimony', 'shaman', 'monastery', 'ruling', 'legion', 'prophecy', 'whim', 'thereby', 'oracle', 'commission', 'decree', 'breach', 'chosen', 'demonstration', 'resurrection', 'priests', 'execution', 'circle', 'destruction', 'battlefield', 'ministry', 'fae', 'slaughter', 'pledge', 'prophet', 'shadowhunters', 'exorcism', 'new_form', 'rebirth', 'completion', 'brethren', 'incantation', 'ancients', 'revolution', 'conception', 'negotiations', 'domain', 'objects', 'discovery', 'minister', 'experiments', 'liberation', 'whereby', 'ritual', 'thus', 'guardian', 'masters', 'nephilim', 'council', 'sermon', 'alliance', 'tomb', 'creation', 'nation', 'legions', 'religion', 'deeds', 'pew', 'monarch', 'tribes', 'generals', 'covenant', 'trial', 'fates', 'ceremonies', 'enchantment', 'massacre', 'task', 'simulation', 'healer', 'church', 'treaty', 'campaign', 'counsel', 'fellowship', 'prophecies', 'therefore', 'conversion', 'mankind', 'guardians', 'emperor', 'equestria', 'worship', 'reign', 'witness', 'concubine', 'exile', 'superstition', 'wherein', 'vessel', 'assassination', 'bidding', 'hosts', 'dark_magic', 'experiment', 'order', 'opposition', 'final_battle', 'tale', 'elders', 'ceremony', 'sorcery', 'rebellion', 'expedition', 'conquest', 'monks', 'craft', 'empire', 'demise']","[42, 57, 47]"
67,hipster,"['styled', 'urban', 'retro']","['mohawk', 'wavy', 'trimmed', 'spiky', 'greased', 'blue_streaks', 'same_length', 'cropped', 'plaited', 'layered', 'jet_black', 'blonde_highlights', 'jelled', 'urban', 'same_style', 'shaggy', 'straight_hair', 'perfect_quiff', 'spikey', 'quiffed', 'crimped', 'bleached', 'almost_black_hair', 'hipster', 'medium_length', 'stylishly', 'ombru00e9', 'small_quiff', 'retro', 'ombre', 'dirty_blonde', 'wavey', 'blond_highlights', 'brown', 'styled', 'hair_style', 'curly', 'brownish', 'hairstyle', 'highlights', 'purple_streaks', 'dyed', 'waist_length', 'gelled', 'slicked', 'brown_highlights', 'long_curly_hair']","[6, 17, 15]"
68,internet,"['data', 'cursor', 'programming']","['satellites', 'artifacts', 'technology', 'audio', 'prototype', 'records', 'locations', 'manually', 'codes', 'technician', 'stats', 'manual', 'accounts', 'programming', 'information', 'sensors', 'transmit', 'data', 'browser', 'documentation', 'report', 'properties', 'blueprints', 'electronic_device', 'database', 'mechanism', 'internet', 'network', 'nasa', 'manuscript', 'hard_drive', 'communications', 'net', 'mechanics', 'glitches', 'parameters', 'analysis', 'coordinates', 'document', 'security_systems', 'operations', 'accessing', 'artifact', 'pc', 'survey', 'documents', 'cursor', 'devices', 'accessed', 'blueprint', 'graphs', 'disks', 'computers', 'manuscripts', 'reports', 'settings', 'satellite', 'engineers', 'calculations', 'kohl', 'technicians', 'archives', 'device', 'uppers', 'portfolio', 'hardware', 'computer_system', 'components', 'scrolls', 'diagram', 'variables', 'interface', 'software', 'scientists', 'maps', 'personnel', 'passwords', 'findings', 'program']","[74, 56, 36]"
69,surprise,"['wow', 'amused', 'joy']","['delight', 'smiling', 'so_much_joy', 'admiration', 'glee', 'amazed', 'cuteness', 'infectious', 'excitment', 'awed', 'joy', 'adoration', 'pure_excitement', 'joyful', 'cheerfulness', 'wow', 'genuine', 'pure_happiness', 'pure_joy', 'enthusiasm', 'eagerness', 'mocking', 'happiness', 'smile', 'awe', 'surprised', 'proudness', 'mischievous', 'happy', 'amusement', 'dissapointment', 'astonished', 'astounded', 'shocked', 'giddy', 'amused', 'surprise', 'excitement', 'joyous']","[19, 71, 27]"
70,reading,"['book', 'informative', 'diary']","['last_book', 'random_book', 'last_letter', 'entries', 'informative', 'blank_page', 'romance_novel', 'blurb', 'own_book', 'back_cover', 'many_books', 'thick_book', 'textbook', 'new_book', 'last_page', 'book', 'diary', 'comic', 'writings', 'write', 'blank_pages', 'poems', 'first_entry', 'journals', 'diaries', 'last_entry', 'wrote', 'note', 'other_books', 'folder', 'poem', 'history_books', 'manuscript', 'new_page', 'journal', 'big_book', 'own_story', 'jane_eyre', 'second_page', 'pages', 'only_book', 'books', 'first_page', 'old_book', 'dictionary', 'short_story', 'little_book', 'comic_book', 'read', 'black_book', 'favorite_books', 'summary', 'few_pages', 'wuthering_heights', 'paragraph', 'old_diary', 'poetry_book', 'favourite_books', 'john_green', 'favorite_book', 'novel', 'notebook', 'diary_entry', 'script', 'history_book', 'love_letter', 'little_note', 'writing', 'favourite_book', 'bookmark', 'notes', 'the_great_gatsby', 'bible', 'story', 'reading', 'letter', 'page', 'novels', 'scrapbook', 'poetry', 'biography']","[74, 19, 16]"
71,worship,"['righteous', 'religious', 'penance']","['reliant', 'honorable', 'dependent', 'humility', 'hypocrisy', 'persecuted', 'endowed', 'homosexuality', 'equality', 'individual', 'spiritual', 'penance', 'contrary', 'intellect', 'fickle', 'termed', 'despised', 'upbringing', 'christians', 'universal', 'unworthy', 'values', 'barbaric', 'catholic', 'benevolent', 'disciplined', 'influential', 'unfit', 'virtue', 'unjust', 'shortcomings', 'condemn', 'scientific', 'representation', 'condemned', 'corrupt', 'flawed', 'detest', 'islam', 'prejudice', 'saint', 'whereby', 'yog', 'atheists', 'devoted', 'morality', 'virtues', 'deserving', 'muslim', 'beliefs', 'gifted', 'religion', 'deeds', 'political', 'religious', 'merciful', 'higher_power', 'muslims', 'glorified', 'alienated', 'human_nature', 'glorify', 'morals', 'disgraced', 'deity', 'righteous', 'deities', 'prophets', 'preached', 'noble', 'ideal', 'popular_belief', 'condone', 'krishn', 'worshipper', 'influencing', 'incarnation', 'worship', 'selflessness', 'morally', 'yagya', 'merit', 'expendable', 'honourable', 'own_right', 'destructive', 'immoral', 'benefited', 'christianity', 'believers', 'exceptional', 'nobility', 'discrimination', 'respected', 'whims']","[13, 5, 59]"
72,leader,"['chief', 'assist', 'supervisor']","['services', 'aid', 'mayor', 'advisers', 'tasked', 'aide', 'security_team', 'administration', 'ambassador', 'commander', 'oversee', 'technician', 'supervisor', 'establishment', 'higher_ups', 'subordinates', 'contractor', 'helpers', 'volunteer', 'colleague', 'employer', 'dispatch', 'chairman', 'report', 'governor', 'surgeon', 'police_force', 'department', 'chief', 'advisor', 'headquarters', 'protocol', 'sergeant', 'associates', 'attorney', 'director', 'new_recruits', 'appointed', 'marines', 'superiors', 'masters', 'officials', 'client', 'senator', 'agency', 'overseeing', 'assistance', 'senate', 'solicitor', 'personal_guard', 'council', 'sheriff', 'physician', 'conduct', 'police_department', 'colleagues', 'general', 'helper', 'informant', 'duty', 'assisting', 'reports', 'commanding_officer', 'healer', 'duties', 'leader', 'supervise', 'other_agents', 'consultant', 'agent', 'personal_assistant', 'service', 'representative', 'assistant', 'administrator', 'medic', 'lieutenant', 'emperor', 'specialist', 'assistants', 'caretaker', 'appoint', 'chancellor', 'assisted', 'assist', 'personnel', 'advisors', 'president', 'escort', 'captain']","[94, 87, 71]"
73,independence,"['rebellious', 'societal', 'perseverance']","['manipulative', 'disciplined', 'opinionated', 'cynical', 'influential', 'outspoken', 'perseverance', 'eccentric', 'dependable', 'knowledgeable', 'honorable', 'selfless', 'intuitive', 'educated', 'obedient', 'resilient', 'likable', 'spontaneous', 'societal', 'gifted', 'reckless', 'academically', 'admirable', 'ambitious', 'cunning', 'prideful', 'fearless', 'ruthless', 'adventurous', 'charismatic', 'intelligent', 'promiscuous', 'skillful', 'tolerant', 'courageous', 'destructive', 'pessimistic', 'independent', 'temperament', 'submissive', 'rebellious', 'independence', 'compassionate', 'humble', 'impulsive', 'intellectual', 'inexperienced', 'devoted', 'temperamental', 'headstrong', 'resourceful', 'sensible', 'respected', 'smarts']","[2, 39, 1]"
74,movement,"['leisurely', 'suddenly', 'swinging']","['vaulted', 'sliding', 'hefted', 'dangling', 'swinging', 'movement', 'twisting', 'sweeping', 'throwing', 'flapping', 'leisurely', 'span', 'ducking', 'swing', 'slinging', 'wobbling', 'rotated', 'flinging', 'swings', 'somersaulted', 'waddling', 'flailed', 'nimbly', 'lifting', 'swished', 'bounced', 'jostling', 'clipping', 'yanked', 'swinged', 'catapulted', 'rotating', 'gliding', 'pawing', 'whacking', 'flying', 'dangled', 'outstretched', 'swooping', 'dropping', 'winding', 'spun', 'whipping', 'suddenly', 'slung', 'pivoted', 'balancing', 'jumping', 'twirling', 'flapped', 'flew', 'jerking', 'fling', 'hoisted', 'pushing', 'pranced', 'launching', 'swung', 'grappling', 'threw', 'flung', 'swishing', 'kicking', 'lept', 'hoisting', 'swiveling', 'tossing', 'flailing', 'looping', 'bouncing', 'swaying', 'leaping', 'maneuvering', 'propelling', 'twirled', 'swang', 'staggering', 'swayed', 'slashing', 'hauling', 'pulling', 'yanking', 'spinning', 'dangle']","[18, 46, 75]"
