,categories,seedwords,words,rseeds
33,tourism,['brochure'],"['brochures', 'atlas', 'www', 'handbook', 'folder', 'leaflet', 'own_web_site', 'flyer', 'guide', 'home_page', 'booklets', 'email_address', 'bulletin_board', 'guidebooks', 'catalogues', 'search_engine', 'letterhead', 'manual', 'brochure', 'directories', 'guidebook', 'web_address', 'promotional_materials', 'url', 'promotional_material', 'internet_site', 'telephone_number', 'postcards', 'catalog', 'contact_information', 'web_page', 'booklet', 'postcard', 'application_form', 'flier', 'free_copy', 'tourism', 'catalogue', 'general_information', 'directory', 'helpfully', 'mailing', 'web_site', 'pamphlet', 'business_cards', 'copy', 'phone_number', 'guides']",[37]
34,furniture,['upholstered'],"['paneled_walls', 'sideboard', 'inset', 'teak', 'wood_paneling', 'wood_floors', 'armoires', 'chandelier', 'gilt', 'armoire', 'paneled', 'draperies', 'bookcases', 'soft_lighting', 'sconces', 'dark_wood', 'marble_floors', 'chintz', 'topped_tables', 'white_tablecloths', 'inlaid', 'sheathed', 'mahogany', 'formica', 'pewter', 'chaise', 'chandeliers', 'armchairs', 'rosewood', 'upholstery', 'chrome', 'brocade', 'gilded', 'banquettes', 'furniture', 'tablecloths', 'wainscoting', 'upholstered', 'lacquered', 'velvet', 'damask', 'slipcovers', 'ottoman', 'white_walls', 'settee', 'lace_curtains', 'oversize', 'bedspread', 'pilasters', 'wicker', 'rattan', 'sofas']",[53]
35,school,['exam'],"['remedial_work', 'fourth_graders', 'standardized_tests', 'summer_school', 'diplomas', 'evaluations', 'high_school_students', 'high_school_seniors', 'drug_tests', 'flunked', 'next_grade', 'incoming_freshmen', 'math_test', 'special_education_students', 'reading_test', 'high_school_diploma', 'fourth_grade', 'final_exams', 'new_test', 'the_scholastic_aptitude_test', 'sat', 'passing_grade', 'special_education', 'few_students', 'ninth_graders', 'tests', 'diploma', 'high_school_graduation', 'grades', 'exam', 'course_work', 'ged', 'pupils', 'test_scores', 'remedial_courses', 'scholastic_aptitude_test', 'remedial_classes', 'sat_scores', 'examinations', 'regents', 'third_graders', 'the_college_board', 'most_students', 'report_cards', 'road_test', 'test', 'regents_exams', 'regents_diploma', 'semester', 'special_education_classes', 'graduate', 'entrance_exam', 'ninth_grade', 'physical_exam', 'eighth_graders', 'state_test', 'test_results', 'grade_level', 'final_exam', 'third_grade', 'eighth_grade', 'bar_exam', 'state_tests', 'applicant', 'written_test', 'math', 'school', 'regular_classes', 'school_year', 'report_card', 'disabled_students', 'first_grade', 'how_many_students', 'exams', 'college_work', 'standardized_test', 'algebra', 'math_tests', 'classes', 'same_test']",[48]
36,magic,['power'],"['authority', 'legitimacy', 'elected_government', 'personal_power', 'autonomy', 'moral_authority', 'central_control', 'warlords', 'great_power', 'ballot_box', 'political_strength', 'old_order', 'enormous_power', 'considerable_influence', 'such_power', 'control', 'new_power', 'party_apparatus', 'powers', 'influence', 'political_power', 'absolute_power', 'judiciary', 'political_opposition', 'state_power', 'central_authority', 'more_power', 'power', 'political_control', 'political_influence', 'much_power', 'communist_system', 'greater_power', 'pri', 'full_control', 'prerogatives', 'real_power', 'iron_grip', 'tremendous_power', 'clout', 'political_muscle', 'popular_support', 'so_much_power', 'reformers', 'grip', 'political_system', 'patronage', 'power_base', 'central_government', 'own_power', 'executive_power', 'considerable_power', 'magic', 'will', 'independence', 'political_clout', 'hardliners']",[23]
37,beach,['lapping'],"['drifts', 'blue_skies', 'curling', 'arching', 'slithering', 'coursing', 'wafting', 'billowing', 'wafts', 'rustled', 'clattering', 'sloshing', 'seagulls', 'rustling', 'cascades', 'tumbles', 'beach', 'splashing', 'blue_water', 'lapped', 'dappled', 'flapped', 'splash', 'rivulets', 'lapping', 'cascade', 'glistened', 'coursed', 'glinting', 'waft', 'rippling', 'darkening', 'flutters', 'creaking', 'flutter', 'fluttered', 'belching', 'thundering', 'splashes', 'bobbing', 'wafted', 'arcing', 'unfurling', 'fluttering', 'swaying', 'rustle', 'swells', 'heaves', 'shimmered', 'billow', 'bobs', 'drenching', 'jutting', 'billows', 'sloshed', 'cascaded', 'lumber', 'bob', 'flapping', 'jutted', 'only_sound', 'heaving', 'shimmering', 'jut', 'bobbed', 'glinted', 'lazily', 'gushing', 'billowed', 'flitting', 'cascading', 'eddies', 'skittering']",[34]
38,journalism,['assignment'],"['assignment', 'journalism', 'assignments', 'new_assignment']",[62]
39,morning,['cleaning'],"['patching', 'workmen', 'vacuuming', 'sprucing', 'installing', 'mopping', 'tidying', 'recycling', 'cleaning', 'cleaned', 'construction_work', 'morning', 'drying', 'repainting', 'flushing', 'repairing', 'fixing', 'clean', 'inspecting', 'gutting', 'weeding', 'removing', 'scrubbing', 'shoveling', 'emptying', 'hauling', 'cleanup', 'washing', 'digging', 'raking', 'disposing']",[18]
40,banking,['salary'],"['55', 'lump_sum', 'signing_bonuses', 'performance_bonuses', '80', '18', 'payroll', '40', 'base_pay', 'new_contract', 'pension_benefits', 'bonus', 'total_package', 'paychecks', '90', 'average_salary', 'annual_salary', 'back_pay', 'severance', 'salary_increase', 'annual_salaries', 'raises', 'paycheck', 'fiveyear_contract', 'severance_pay', '225_million', 'stipend', 'annual_pay', 'lumpsum_payment', 'same_salary', 'payout', 'own_pocket', 'monthly_payments', 'guaranteed_contract', 'the_final_year', 'salary', '000', 'severance_package', 'yearly_salary', 'deferred_compensation', '125', 'option_year', 'compensation', 'raise', 'bonuses', 'average_annual_salary', 'starting_salary', 'annual_income', 'base_salaries', 'total_compensation', 'threeyear_contract', '35', 'high_salary', 'full_salary', 'pension', 'retirement_benefits', 'pay', 'salaries', 'higher_salary', 'pay_cut', 'fouryear_contract', '22', 'current_contract', 'minimum_salary', 'signing_bonus', 'banking', 'base_salary']",[63]
41,social_media,['onscreen'],"['onscreen', '', 'social_media']",[6]
42,exercise,['basketball'],"['basketball_team', 'nba', 'john_thompson', 'college_ball', 'basketball', 'cheerleading', 'basketball_players', 'basketball_games', 'athletic', 'lloyd_daniels', 'team_sports', 'high_school_basketball', 'michael_jordan', 'favorite_sport', 'field_hockey', 'magic_johnson', 'gymnastics', 'football_players', 'bobby_knight', 'athletics', 'tennis', 'college_football', 'football_team', 'basketball_teams', 'larry_bird', 'sport', 'professional_football', 'exercise', 'football', 'dean_smith', 'lacrosse', 'softball', 'uconn', 'badminton', 'college_game', 'the_national_basketball_association', 'coach', 'varsity', 'other_sports', 'wrestling', 'rick_pitino', 'coaching', 'basketball_court', 'sports', 'rugby', 'hockey', 'high_school_team', 'basketball_coach', 'ice_hockey', 'basketball_player', 'handball', 'pro_basketball', 'athlete', 'little_league', 'college_basketball', 'pickup_games', 'golf', 'professional_basketball', 'pitino', 'jerry_tarkanian', 'volleyball', 'table_tennis', 'wnba', 'division_i', 'soccer', 'summitt', 'water_polo']",[36]
43,night,['oblivion'],"['quicksand', 'inexplicably', 'mysteriously', 'thin_air', 'rapture', 'time_warp', 'onward', 'demons', 'muck', 'wrecking_ball', 'precipice', 'darkness', 'irretrievably', 'inexorably', 'miraculously', 'stardom', 'night', 'abyss', 'maelstrom', 'magically', 'nothingness', 'clutches', 'ruin', 'maw', 'stealthily', 'suddenly', 'scrap_heap', 'glory', 'mire', 'vortex', 'oblivion', 'mists', 'headlong', 'ignominy', 'momentarily', 'cataclysm', 'obscurity']",[10]
44,kill,['death'],"['car_accident', 'stabbing', 'illness', 'disappearance', 'police_custody', 'strangulation', 'deaths', 'asphyxiation', 'car_crash', 'suicide', 'accidental_death', 'automobile_accident', 'auto_accident', 'suicide_attempt', 'nervous_breakdown', 'drug_overdose', 'birth', 'own_death', 'natural_causes', 'death', 'slaying', 'killing', 'sudden_death', 'violent_death', 'murdered', 'kill', 'imprisonment', 'assassination', 'early_death', 'abduction', 'recent_death', 'murder', 'died']",[9]
45,blue_collar_job,['bartender'],"['regular_customer', 'local_restaurant', 'maitre_dhotel', 'local_bar', 'diner', 'porter', 'delicatessen', 'coffee_shop', 'deliveryman', 'fastfood_restaurant', 'cabdriver', 'proprietor', 'sal', 'chinese_restaurant', 'bartender', 'waiter', 'barber', 'deli', 'blue_collar_job', 'waitress', 'busboy', 'hairdresser', 'bellhop', 'headwaiter']",[17]
46,art,['theatre'],"['boundless_energy', 'great_dignity', 'alvin_ailey', 'passionate_commitment', 'geoffrey_holder', 'great_love', 'elizabethan', 'art', 'modern_dancer', 'great_passion', 'enraptured', 'ruth_st_denis', 'great_charm', 'many_talents', 'margot_fonteyn', 'ted_shawn', 'shakespearean', 'quiet_dignity', 'alexandra_danilova', 'keen_intelligence', 'martha_grahams', 'sarah_bernhardt', 'mr_ailey', 'mr_kirstein', 'raconteur', 'rediscovers', 'suzanne_farrell', 'peerless', 'salutes', 'gallantry', 'deep_appreciation', 'gaiety', 'agnes_de_mille', 'nijinska', 'josephine_baker', 'solor', 'fitting_tribute', 'joie', 'abiding_interest', 'frederick_ashton', 'great_style', 'isadora_duncan', 'grand_manner', 'erick_hawkins', 'lifelong_passion', 'vivre', 'theatre', 'vaslav_nijinsky', 'isadora', 'deep_love', 'katherine_dunham', 'impeccable_taste', 'laura_dean', 'anna_pavlova', 'keen_intellect', 'tap_dancing', 'late20thcentury', 'lifelong_love', 'wonderful_sense']",[72]
47,ridicule,['humiliate'],"['discredit', 'insult', 'condone', 'humiliate', 'denigrate', 'terrify', 'blackmail', 'insulting', 'lash', 'silence', 'cloak', 'bash', 'chastise', 'whitewash', 'harass', 'defame', 'murder', 'cajole', 'revolt', 'infuriate', 'demean', 'repent', 'cowards', 'annoy', 'goad', 'intimidate', 'repress', 'smear', 'rebel', 'enrage', 'embarrass', 'deceive', 'castigate', 'tyrants', 'rape', 'incite', 'frighten', 'excuse', 'demonize', 'assault', 'fanatics', 'bully', 'curse', 'humiliating', 'muzzle', 'rebuke', 'taunt', 'admonish', 'sabotage', 'betray', 'dismember', 'brutalize', 'tormentors', 'belittle', 'ridicule', 'despise', 'bludgeon', 'punish', 'disown', 'strangle', 'ostracize', 'atone', 'coerce', 'persecute', 'scold', 'ingratiate', 'vilify', 'abuse', 'seduce', 'evildoers', 'grovel', 'mock', 'frustrate', 'kidnap', 'torture', 'bigots', 'trick', 'oppress', 'torment', 'apprehend', 'subvert', 'terrorize', 'displease', 'browbeat']",[62]
48,play,['twister'],"['geysers', 'gull', 'whitecaps', 'crevice', 'sandbar', 'mudslide', 'wheat_field', 'railroad_track', 'tall_grass', 'hummingbird', 'cannonball', 'light_pole', 'lamppost', 'strong_winds', 'freight_train', 'flash_flood', 'thunderbolt', 'accidently', 'high_water', 'about_200_feet', 'projectile', 'brush_fire', 'play', 'bog', 'culvert', 'scythe', 'meteor', 'strong_wind', 'boulder', 'twister', 'telephone_pole', 'guardrail', 'manhole_cover', 'midsection', 'forest_fire', 'gale', 'desert_floor', 'stiff_wind', 'fireballs', 'power_line', 'jetty', 'car_window', 'beer_bottle', 'moonscape', 'frozen_lake', 'tree_limbs', 'hundreds_of_yards', 'raindrops', 'tornado', 'ravine', 'inferno', 'railroad_bridge', 'gully', 'gust', 'mountain_lion', 'windstorm', 'cornfield', 'cyclone', 'pine_tree', 'shanty', 'lightning_bolt', 'rainstorm', 'geyser']",[50]
49,computer,['button'],"['laptop', 'bolt', 'button', 'wearer', 'cord', 'touch_screen', 'cellphone', 'remote_control', 'computer', 'buttons', 'gadget', 'screwdriver', 'steering_wheel', 'beep', 'earpiece', 'tester', 'machine', 'click', 'zipper', 'cursor', 'cartridge', 'headset', 'pager', 'pedal', 'scanner', 'beeper', 'handle', 'dashboard', 'camcorder', 'console', 'strap', 'computer_screen', 'screw', 'wristwatch', 'envelope', 'handset', 'tube', 'pulley', 'clip', 'dial', 'keypad', 'joystick', 'knobs', 'stylus', 'lever', 'plug', 'computer_mouse', 'velcro', 'headphones', 'shutter', 'control_panel', 'bar_code', 'palmtop', 'panic_button', 'tv_screen', 'user', 'nail', 'hood', 'knob', 'right_buttons']",[25]
50,college,['residency'],"['medical_training', 'doctoral_program', 'certification', 'fouryear_college', 'internship', 'training_program', 'dental_school', 'green_card', 'faculty_member', 'undergraduate_studies', 'dentistry', 'graduate_work', 'enrolled', 'family_practice', 'physical_therapy', 'teaching_position', 'medical_school', 'doctoral_degree', 'advanced_degree', 'social_work', 'nursing_school', 'teaching_career', 'special_program', 'new_york_medical_college', 'graduate_degree', 'graduate_program', 'diploma', 'residencies', 'medical_practice', 'fall_semester', 'college', 'high_school_graduation', 'sabbatical', 'own_practice', 'graduate_school', 'brooklyn_law_school', 'rehabilitation_program', 'graduation', 'private_practice', 'work_permit', 'intensive_training', 'medical_studies', 'undergraduate_degree', 'course_work', 'residency', 'night_school', 'student_visa', 'graduate_studies', 'teaching_job', 'associate_degree', 'adelphi_university', 'permanent_residence', 'fellowship', 'summer_program', 'clinical_psychology', 'medical_degree', 'community_college', 'doctoral_studies', 'internal_medicine', 'enrolling', 'treatment_program', 'night_classes', 'twoyear_program', 'mba_program', 'high_school_equivalency_diploma']",[96]
51,optimism,['happiness'],"['human_race', 'wholeness', 'eternal_life', 'karma', 'passion', 'enlightenment', 'benevolence', 'oneself', 'joy', 'inner_peace', 'heartache', 'own_sense', 'sorrows', 'despair', 'individuality', 'afterlife', 'comforts', 'domesticity', 'empathy', 'exhilaration', 'pleasure', 'good_manners', 'unconditional_love', 'souls', 'joys', 'happiness', 'goodness', 'fullness', 'companionship', 'human_spirit', 'emptiness', 'mankind', 'transcendence', 'loneliness', 'tenderness', 'vanity', 'heartbreak', 'immortality', 'better_world', 'affection', 'longing', 'life', 'eternal', 'american_dream', 'comfort', 'material_things', 'selfawareness', 'salvation', 'love', 'solace', 'consolation', 'caring', 'lust', 'dreams', 'fullest', 'vocation', 'bliss', 'true_love', 'selfknowledge', 'sanity', 'humankind', 'fulfillment', 'intimacy', 'humility', 'contentment', 'dignity', 'optimism', 'drudgery', 'compulsion', 'serenity', 'selfrespect', 'yearning', 'beauty', 'wonderment', 'human_contact', 'good_life', 'everyday', 'motherhood', 'fellow_man', 'solitude', 'ecstasy', 'selffulfillment']",[4]
52,stealing,['heist'],"['murder_mystery', 'love_triangle', 'mobster', 'mysterious_woman', 'spenser', 'serial_killer', 'mummy', 'sean_penn', 'plot', 'capone', 'al_capone', 'courtroom_drama', 'thief', 'bruce_willis', 'bank_robber', 'shining', 'jesse_james', 'horror_film', 'bounty_hunter', 'mark_wahlberg', 'nicolas_cage', 'misadventures', 'indiana_jones', 'opening_scenes', 'james_bond', 'roman_polanskis', 'mr_wahlberg', 'amu00e9lie', 'ted_bundy', 'opening_scene', 'lestat', 'agatha_christies', 'goodfellas', 'stealing', 'opening_sequence', 'mr_depp', 'bandits', 'joker', 'johnny_depp', 'charlie_sheen', 'last_scene', 'kinsey_millhone', 'mr_phoenix', 'political_thriller', 'jeanpaul_belmondo', 'thriller', 'romantic_triangle', 'pierce_brosnan', 'private_eye', 'romantic_comedy', 'john_travolta', 'avengers', 'david_copperfield', 'hitchhiker', 'robin_hood', 'oliver_stones', 'con_man', 'gangster', 'whodunit', 'steve_mcqueen', 'lecter', 'moll', 'hannibal_lecter', 'dark_comedy', 'mob_boss', 'henchman', 'donnie_brasco', 'action_movie', 'woyzeck', 'wyatt_earp', 'saturday_night_fever', 'alfred_hitchcocks', 'heist', 'dirty_harry', 'black_comedy']",[23]
53,real_estate,['auction'],"['first_auction', 'auction_houses', 'auction_house', 'sothebys', 'auctioneer', 'auction_block', 'christie', 'auctions', 'impressionist_and_modern_art', 'american_furniture', 'public_auction', 'christies', 'auctioneers', 'auction', 'irises', 'auctioning', 'sotheby', 'christies_east', 'sale', 'record_price', 'bidding', 'real_estate', 'record_prices', 'salesroom', 'auctioned', 'highest_price', 'bidders']",[37]
54,home,['patio'],"['ground_pool', 'veranda', 'culdesac', 'stone_fireplace', 'sitting_room', 'master_suite', 'exercise_room', 'gazebo', 'wet_bar', 'brick_walls', 'solarium', 'hardwood_floors', 'dining_room', 'tennis_court', 'skylights', 'cabana', 'exposed_brick_walls', 'recreation_room', 'finished_basement', 'sauna', 'patios', 'wood_stove', 'skylight', 'terraces', 'high_ceilings', 'great_room', 'enclosed_porch', 'entry_hall', 'playroom', 'fireplaces', 'patio', 'pool_house', 'master_bedroom', 'front_porch', 'attached_garage', 'home', 'dining_area', 'pantry', 'terrace', 'carport', 'bay_window', 'swimming_pool', 'whirlpool', 'cathedral_ceiling', 'screened_porch', 'tub', 'cathedral_ceilings', 'french_doors', 'jacuzzi', 'picture_window', 'laundry_room', 'carpeting', 'pool_table', 'living_area', 'central_airconditioning', 'new_kitchen', 'guest_room', 'glassed', 'kingsize_bed', 'brick_fireplace', 'alcove', 'roof_deck', 'large_windows', 'powder_room', 'breakfast_room', 'family_room', 'parquet_floors', 'inkitchen', 'sunroom', 'foyer', 'formal_dining_room', 'hot_tub', 'porches', 'porch', 'sun_room', 'fireplace']",[73]
55,divine,['incarnation'],"['mystic', 'dada', 'dramatist', 'oedipus', 'don_juan', 'womanhood', 'dracula', 'romantic_ballet', 'evocation', 'epics', 'fable', 'reincarnated', 'moor', 'avatar', 'king_arthur', 'kurosawa', 'masterwork', 'archetypal', 'divine', 'allegory', 'fellini', 'diva', 'classic', 'very_model', 'exemplar', 'persephone', 'resurrects', 'frankenstein', 'film_noir', 'antihero', 'quintessence', 'courtesan', 'parable', 'title_character', 'priestess', 'muse', 'trickster', 'spoof', 'decadence', 'alter_ego', 'american_stage', 'mythical', 'late20thcentury', 'wanderer', 'reincarnation', 'epic', 'chronicler', 'vampire', 'shakespearean', 'iconic', 'allegorical', 'everyman', 'cultural_icon', 'dramatization', 'bard', 'own_day', 'elegy', 'historical_figure', 'embodiment', 'apotheosis', 'demigod', 'reinvents', 'retelling', 'progenitor', 'che', 'cleopatra', 'mythic', 'sendup', 'haunting', 'incarnation', 'marlowe', 'incarnated', 'seer', 'monty_python', 'paean', 'deity', 'funniest', 'personification', 'proto', 'archetype', 'epoch', 'burlesque']",[35]
56,sexual,['lover'],"['mistress', 'young_son', 'spinster', 'widower', 'virgin', 'best_friend', 'befriends', 'lydia', 'hedda', 'marie', 'camille', 'sophie', 'maria', 'dead_wife', 'iris', 'daisy', 'heroine', 'drifter', 'seducer', 'new_boyfriend', 'new_wife', 'princess', 'prince', 'hanna', 'ruby', 'pimp', 'countess', 'mattie', 'teenage_son', 'fiancee', 'celia', 'fanny', 'mina', 'isabelle', 'englishwoman', 'cad', 'kitty', 'willy', 'courtesan', 'whore', 'vera', 'former_lover', 'title_character', 'sweetheart', 'muse', 'rosa', 'fiancu00e9', 'clara', 'young_girl', 'married_man', 'helen', 'duke', 'alter_ego', 'beau', 'married_woman', 'marcel', 'alma', 'maggie', 'catherine', 'paramour', 'isabel', 'seduces', 'older_woman', 'lena', 'boyfriend', 'sexual', 'olga', 'young_widow', 'luisa', 'nina', 'impulsively', 'eliza', 'francesca', 'younger_woman', 'older_man', 'jo', 'deathbed', 'nora', 'beautiful_woman', 'pauline', 'stella', 'own_mother', 'true_love', 'agnes', 'leo', 'young_daughter', 'elsa', 'lily', 'dead_father', 'prostitute', 'lizzie', 'marco', 'young_wife', 'protagonist', 'teenage_daughter', 'new_husband', 'victor', 'marries', 'blanche', 'cassandra', 'wanda', 'polly', 'tryst', 'nobleman', 'eva', 'rita', 'anna', 'henri', 'aristocrat', 'sebastian', 'lucy', 'younger_man', 'sasha', 'own_son', 'emma', 'mona', 'lover', 'jenny', 'governess']",[84]
57,fear,['panic'],"['tremor', 'spasm', 'complacency', 'anger', 'panic', 'jitters', 'fear', 'tumult', 'carnage', 'frenzy', 'annoyance', 'hopelessness', 'euphoria', 'disorientation', 'worries', 'lethargy', 'confusion', 'turbulence', 'shudder', 'fears', 'fury', 'boredom', 'alarm', 'anxieties', 'revulsion', 'aftershocks', 'worry', 'insecurity', 'crisis', 'despair', 'catastrophe', 'desperation', 'commotion', 'nervousness', 'maelstrom', 'jubilation', 'bewilderment', 'tidal_wave', 'helplessness', 'distress', 'tremors', 'irritation', 'contagion', 'dread', 'calamity', 'nightmares', 'fright', 'chaos', 'gloom', 'elation', 'pandemonium', 'shock', 'hysteria', 'stampede', 'exhaustion', 'unease', 'agitation', 'flames', 'anxiety', 'panicked', 'apprehension', 'rage']",[62]
58,irritability,['annoy'],"['charm', 'anger', 'annoys', 'insult', 'amuse', 'offend', 'infuriate', 'irritates', 'bully', 'confuse', 'annoy', 'wince', 'humiliate', 'distract', 'tempt', 'rant', 'scold', 'goad', 'pester', 'intimidate', 'fool', 'scare', 'pity', 'pander', 'seduce', 'trash', 'terrify', 'disturb', 'misinterpret', 'condescend', 'enrage', 'sneer', 'disappoint', 'alarm', 'annoying', 'admonish', 'embarrass', 'taunt', 'thrill', 'irritate', 'alienate', 'dislike', 'endear', 'delight', 'bash', 'recoil', 'snicker', 'mock', 'gag', 'mistake', 'whine', 'surprise', 'frighten', 'excite', 'startle', 'coddle', 'ridicule', 'despise', 'frown', 'scream', 'trick', 'loathe', 'misunderstand', 'irritability', 'shock', 'cringe', 'tease', 'wink', 'displease', 'please', 'rile']",[47]
59,superhero,['classic'],"['winsome', 'gaudy', 'sendup', 'fantasia', 'monty_python', 'epic', 'anime', 'psychedelic', 'minimalist', 'film_noir', 'period_piece', 'reworking', 'funky', 'psycho', 'postmodern', 'cheesy', 'noir', 'splashy', 'spoof', 'futuristic', 'offbeat', 'faux', 'pastiche', 'screwball_comedy', 'burlesque', 'romantic', 'alfred_hitchcocks', 'classic', 'retro', 'superhero', 'gothic']",[26]
60,business,['customer'],"['laptop', 'customers', 'shopper', 'consumer', 'telephone_company', 'buyer', 'merchandise', 'cellphone', 'sales_clerk', 'many_customers', 'purchaser', 'customer', 'store', 'business', 'business_traveler', 'password', 'renter', 'best_price', 'item', 'most_customers', 'new_customer', 'checkout', 'salesperson', 'atm', 'server', 'cash_register', 'credit_card', 'phone_company', 'mobile_phone', 'potential_customers', 'credit_card_number', 'homeowner', 'potential_customer', 'cellular_phone', 'priceline', 'vendor', 'other_customers', 'discount', 'employee', 'user', 'cashier', 'client', 'seller']",[86]
61,driving,['engine'],"['axles', 'speedometer', 'fuselage', 'rig', 'automobile', 'jet', 'chassis', 'parachute', 'wheel', 'suv', 'automatic_transmission', 'locomotives', 'antilock_brakes', 'engines', 'bumpers', 'fuel_cell', 'gas_tank', 'throttle', 'motor', 'fuel', 'braking', 'gasoline_engine', 'diesel', 'pistons', 'brakes', 'navigation_system', 'winch', 'small_car', 'production_line', 'valve', 'compressor', 'valves', 'landing_gear', 'fuel_tank', 'v8', 'cylinders', 'tire', 'turbine', 'front_end', 'front_wheels', 'tires', 'passenger_compartment', 'air_bag', 'switches', 'powered', 'cylinder', 'engine', 'electrical_system', 'steering', 'electric_motors', 'jet_engines', 'transmissions', 'motors', 'explorer', 'propeller', 'frontwheel_drive', 'turbo', 'sedan', 'rear_wheels', 'brake', 'dashboard', 'vehicle', 'rudder', 'main_engines', 'instrument_panel', 'carburetor', 'ignition', 'passenger_car', 'piston', 'diesel_engines', 'electric_motor', 'rotor', 'cooling_system', 'batteries', 'cockpit', 'module', 'catalytic_converter', 'voltage', 'high_speeds', 'airplane', 'accelerator', 'wheels', 'exhaust', 'steering_wheel', 'generator', 'high_speed', 'electric_car', 'internal_combustion_engine', 'propellers', 'axle', 'diesel_engine', 'transponder', 'torque', 'hydraulic_system', 'flywheel', 'steering_column', 'transformer', 'rails', 'driving', 'locomotive', 'pump', '737', 'battery_power', 'sensor', 'power_supply', 'jet_engine', 'air_bags', 'pumps', 'antenna']",[70]
62,pet,['rodent'],"['ladybug', 'woodpecker', 'carp', 'mutant', 'beaver', 'rattlesnake', 'grasshopper', 'insect', 'scorpion', 'dodo', 'honeybees', 'iguana', 'cheetah', 'toad', 'honeybee', 'moth', 'mammal', 'dolphin', 'lizard', 'caterpillar', 'rhino', 'boar', 'bee', 'crocodile', 'ant', 'ferret', 'alligator', 'pet', 'rhinoceros', 'jellyfish', 'hippopotamus', 'maggots', 'roach', 'raccoon', 'rodent', 'cockroach', 'turtle', 'python', 'otter', 'polar_bear', 'hemlock', 'orangutan', 'zebra', 'wasp', 'antelope', 'milkweed', 'falcon', 'thistle', 'squirrel', 'canary', 'kangaroo', 'reptile', 'beetle']",[10]
63,childish,['whining'],"['wisecracks', 'hysterically', 'shriek', 'laughing', 'goading', 'mouthing', 'sighing', 'mocking', 'utter', 'sighs', 'raving', 'mutter', 'smugly', 'histrionics', 'sneering', 'mercilessly', 'tirades', 'scolding', 'taunts', 'giggle', 'scolds', 'hysterics', 'grown_men', 'incessantly', 'grunts', 'foolishness', 'sneer', 'platitudes', 'sneers', 'annoying', 'ranting', 'blurting', 'incessant', 'grunting', 'mumbling', 'growling', 'childish', 'mouthed', 'smirk', 'putdowns', 'sarcasm', 'rants', 'whine', 'bullying', 'petulance', 'murmurs', 'snickering', 'moaning', 'nagging', 'selfpity', 'nastiness', 'whining', 'whispering', 'snarling', 'yelling', 'growls', 'hectoring', 'muttering', 'teasing', 'screaming', 'babbling', 'jerks', 'tantrums', 'cursing', 'moan', 'antics', 'bluster', 'giggles', 'obnoxious', 'groan', 'whines', 'rant', 'whiny', 'mumble']",[28]
64,cooking,['pan'],"['low_heat', 'sauce', 'browned', 'salted_water', 'baking_sheet', 'phyllo', 'skillet', 'heavy_skillet', 'pastry_shell', 'slice', 'cooking', 'whisk', 'soy_sauce', 'single_layer', 'serving_bowl', 'saucepan', 'chocolate_mixture', 'caramel', 'nonstick_pan', 'about_2_minutes', 'griddle', 'skewers', 'toss', 'crust', 'lightly', 'dough', 'small_dish', 'patties', 'baking_dish', 'chicken_stock', 'browning', 'nonstick_skillet', 'fry', 'small_skillet', 'roast', 'broiler', 'lime_juice', 'bread_slices', 'ladle', 'sear', 'soaking_liquid', 'tortilla', 'wooden_spoon', 'casserole', 'pastry_cream', 'dutch_oven', 'frittata', 'chicken_broth', 'egg_yolks', 'artichokes', 'colander', 'egg_whites', 'pour', 'fork', 'duck_breasts', 'fillets', 'dry_ingredients', 'shallots', 'boiling_water', 'fish_fillets', 'chicken_breasts', 'small_pan', 'reheat', 'serving_plate', 'parchment_paper', 'buttermilk', 'hot_oil', 'golden_brown', 'olive_oil', 'glaze', 'broil', 'rolling_pin', 'work_surface', 'baking_pan', 'spatula', 'skin_side', 'roasting_pan', 'cooking_juices', 'simmer', 'custard', 'shallow_dish', 'bread_crumbs', 'platter', 'serving_dish', 'small_bowl', 'wax_paper', 'large_saucepan', 'small_saucepan', 'egg_mixture', 'serving_platter', 'simmering_water', 'tomato_mixture', 'bowl', 'plastic_wrap', 'broth', 'puree', 'coat', 'double_boiler', 'pan_juices', 'frying', 'large_bowl', 'shallow_baking_dish', 'spooned', 'warm_platter', 'cookie_sheet', 'rabbit_pieces', 'heat', 'gently', 'remaining_oil', 'mixing_bowl', 'tongs', 'large_pot', 'oven', 'high_heat', 'parmesan_cheese', 'baking_sheets', 'foil', 'strainer', 'lemon_juice', 'large_skillet', 'chops', 'filling', 'sprinkle', 'ramekins', 'paper_towel', 'eggplant_slices', 'spoon', 'tart_shell', 'about_5_minutes', 'bake', 'marinade', 'wok', 'chicken_pieces', 'slices', 'remaining_ingredients', 'cook', 'brown', 'heavy_saucepan', 'melted_butter', 'remaining_olive_oil', 'cutting_board', 'pan', 'about_3_minutes', 'slotted_spoon', 'sesame_seeds', 'souffle_dish', 'medium_heat', 'drain', 'remaining_butter', 'flour_mixture', 'saute', 'pastry', 'grill', 'blender', 'garlic_cloves', 'cooking_liquid', 'brown_sugar']",[150]
