,categories,seedwords,words,rseeds
47,ridicule,"['hypocritical', 'exaggerate', 'cowardly', 'insult', 'vulgarity']","['criticized', 'classify', 'idiotic', 'unreasonable', 'insults', 'infuriates', 'offending', 'harass', 'insulting', 'behaves', 'insult', 'sympathize', 'neglect', 'pity', 'gullible', 'label', 'conceited', 'belittle', 'hurtful', 'mock', 'incompetent', 'ridicule', 'hypocritical', 'hypocrite', 'irresponsible', 'vulgar', 'offensive', 'arrogant', 'dislike', 'degrading', 'unkind', 'insensitive', 'disgust', 'crude', 'petty', 'respect', 'overreact', 'homophobic', 'insulted', 'vulgarity', 'disapprove', 'underestimating', 'detest', 'criticize', 'misunderstood', 'provoke', 'rile', 'degrade', 'feminist', 'misunderstand', 'imply', 'accuse', 'exclude', 'disrespectful', 'spiteful', 'judgemental', 'provoked', 'spoiled_brat', 'despicable', 'untrustworthy', 'disagree', 'sexist', 'narcissistic', 'inconsiderate', 'selfish', 'anger', 'offend', 'uneducated', 'judgmental', 'aggravating', 'perverted', 'ignorant', 'ungrateful', 'dishonest', 'impolite', 'humiliate', 'cowardly', 'tolerate', 'exaggerate', 'distrust', 'blackmail', 'aggravate', 'mean', 'condone']","[32, 13, 46, 55, 47]"
48,play,"['controller', 'buddy', 'checker', 'checker', 'prank']","['controller', 'dvd', 'game', 'jay', 'little_game', 'controler', 'ash', 'pal', 'dude', 'black_ops', 'ps3', 'fifa', 'good_game', 'halo', 'controllers', 'new_game', 'danny', 'video_game', 'cod', 'ds', 'card_game', 'rock_paper_scissors', 'favorite_game', 'flappy_bird', 'dodgeball', 'stupid_game', 'truth_or_dare', 'mario_kart', 'gameboy', 'remote', 'mikey', 'xbox', 'checker', 'prank', 'play', 'call_of_duty', 'xbox_controller', 'buddy']","[51, 4, 49, 49, 44]"
49,computer,"['joystick', 'technician', 'optical', 'software', 'mainframe']","['browser', 'device', 'installing', 'power_source', 'interface', 'graphs', 'documentation', 'graph', 'devices', 'mechanism', 'mechanics', 'document', 'security_system', 'webpage', 'optical', 'transmit', 'survey', 'technician', 'manually', 'audio', 'credentials', 'engineers', 'technicians', 'navigation', 'icons', 'manual', 'findings', 'medical_records', 'data', 'accessed', 'invention', 'communications', 'blue_prints', 'generator', 'websites', 'computer', 'gadget', 'hard_drive', 'scientist', 'program', 'site', 'archives', 'hacking', 'new_technology', 'transmitter', 'coordinates', 'cited', 'satellite', 'modified', 'computers', 'mainframe', 'security_systems', 'sensors', 'prototype', 'records', 'programming', 'microchip', 'database', 'network', 'blueprints', 'components', 'analysis', 'passwords', 'nasa', 'fingerprint', 'glitches', 'disks', 'software', 'blueprint', 'uppers', 'operations', 'kohl', 'diagram', 'electronic_device', 'flash_drive', 'stats', 'retrieval', 'settings', 'codes', 'upgrading', 'pc', 'hardware', 'accessing', 'users', 'technology', 'measurement', 'computer_system', 'output', 'surveillance_cameras', 'personnel', 'joystick', 'recordings', 'advertisement']","[106, 70, 68, 52, 35]"
50,college,"['registration', 'term', 'athletics', 'civics', 'require']","['mandatory', 'philosophy', 'sciences', 'institution', 'placement', 'aptitude', 'production', 'tutors', 'usage', 'civics', 'moreover', 'apprenticeship', 'etiquette', 'gita', 'subjects', 'government', 'mechanics', 'electives', 'presentations', 'handbook', 'excellence', 'hence', 'assessment', 'orientation', 'funding', 'subject', 'presentation', 'statistics', 'reproduction', 'education', 'functions', 'learning', 'division', 'transfer', 'first_term', 'basis', 'implemented', 'secondary', 'anatomy', 'registration', 'requirement', 'policy', 'physics', 'purposes', 'teaching', 'examinations', 'psychology', 'testing', 'crucial', 'majors', 'beginners', 'program', 'development', 'specified', 'religions', 'additional', 'participation', 'percentage', 'requiring', 'necessity', 'teamwork', 'scholar', 'objectives', 'function', 'partnership', 'extra_credit', 'deduction', 'literature', 'therefore', 'degree', 'qualifications', 'projects', 'profession', 'school_board', 'administration', 'committee', 'analysis', 'professors', 'athletics', 'penalties', 'commission', 'applicable', 'employ', 'compulsory', 'substitute', 'mathematics', 'limited', 'thesis', 'required', 'procedures', 'qualified', 'evaluation', 'term', 'requirements', 'require', 'acquire', 'faculty', 'principles', 'technology', 'economics', 'qualify', 'occupation', 'department', 'activities', 'academic', 'resource', 'college', 'physical_education', 'requires', 'other_subjects', 'candidates', 'curriculum', 'conduct', 'discipline', 'essential']","[57, 42, 21, 111, 23]"
51,optimism,"['thankful', 'determination', 'satisfy', 'ambition', 'faith']","['failures', 'spite', 'knowledge', 'desired', 'capacity', 'greed', 'redemption', 'independence', 'virtue', 'cruelty', 'certainty', 'good_fortune', 'willingness', 'wealth', 'power', 'judgment', 'humanity', 'kindness', 'humility', 'naught', 'faith', 'salvation', 'normality', 'clarity', 'human_life', 'hardship', 'optimism', 'free_will', 'empathy', 'generosity', 'deception', 'justice', 'thankful', 'fulfillment', 'necessity', 'normalcy', 'intelligence', 'intellect', 'wisdom', 'leadership', 'ambition', 'potential', 'integrity', 'bravery', 'pride', 'expectation', 'selfconfidence', 'desire', 'hardships', 'selfishness', 'measure', 'stability', 'yet', 'downfall', 'freedom', 'ignorance', 'attain', 'companionship', 'morals', 'benefit', 'fear', 'judgement', 'sacrifice', 'lifemate', 'acceptance', 'greatness', 'trust', 'conviction', 'immortality', 'devotion', 'achieve', 'determination', 'enlightenment', 'hope', 'loyalty', 'belief', 'compassion', 'commitment', 'satisfy', 'overcome', 'success', 'desires', 'achieved']","[23, 59, 34, 18, 40]"
52,stealing,"['property', 'mobster', 'confiscate', 'violation', 'possession']","['vessel', 'institution', 'stipulation', 'penalty', 'testator', 'virtue', 'properties', 'government', 'convenience', 'testimony', 'theft', 'provisions', 'discretion', 'reserves', 'senate', 'obligations', 'region', 'trade', 'violation', 'obtaining', 'claim', 'cabal', 'heirs', 'stealing', 'authorized', 'province', 'prisons', 'crimes', 'policy', 'purposes', 'obtained', 'incurred', 'profits', 'assets', 'possession', 'reserve', 'ownership', 'debtor', 'empire', 'settlement', 'imposed', 'necessity', 'disposal', 'accordance', 'partnership', 'breach', 'privileges', 'therefore', 'execution', 'witness', 'association', 'corporation', 'profit', 'influence', 'creditor', 'payment', 'goods', 'whereby', 'establishment', 'other_means', 'value', 'inheritance', 'assassination', 'council', 'commission', 'services', 'fraud', 'resources', 'associates', 'operations', 'governed', 'compensation', 'buyer', 'claims', 'employed', 'obligation', 'permitted', 'liability', 'investment', 'property', 'organization', 'constitution', 'corruption', 'acquire', 'slavery', 'offender', 'expressly', 'currency', 'confiscate', 'domain', 'organisation', 'conduct', 'entity', 'mobster', 'jurisdiction', 'liable']","[67, 12, 60, 4, 59]"
53,real_estate,"['farmland', 'cottage', 'banker', 'rundown', 'plantation']","['small_village', 'plantation', 'main_house', 'resort', 'west_side', 'town_square', 'tavern', 'complex', 'farmhouse', 'graveyard', 'bungalow', 'cottages', 'cottage', 'little_town', 'factory', 'countryside', 'market_place', 'town_house', 'town', 'manor', 'small_cottage', 'slums', 'small_home', 'manor_house', 'village', 'barracks', 'orchard', 'farm', 'little_cabin', 'greenhouse', 'garden', 'small_hut', 'real_estate', 'monastery', 'settlement', 'old_home', 'campground', 'lodge', 'market', 'family_home', 'museum', 'chapel', 'gardens', 'small_island', 'abbey', 'mansion', 'farm_house', 'hut', 'capital_city', 'little_cottage', 'cathedral', 'small_house', 'villa', 'banker', 'farmland', 'vineyard', 'residence', 'fields', 'farms', 'outskirts', 'palace', 'keep', 'little_house', 'estate', 'townhouse', 'marketplace', 'small_shack', 'rundown', 'small_cabin', 'town_hall', 'city', 'shack', 'compound', 'little_village', 'sanctuary', 'workshop', 'inn', 'manhattan', 'barns', 'log_cabin', 'caravan', 'castle']","[36, 53, 56, 6, 10]"
54,home,"['home', 'mover', 'condo', 'stair', 'renovate']","['apartment', 'aunts_house', 'stairs', 'downstairs', 'apartments', 'little_house', 'main_house', 'little_room', 'old_apartment', 'townhouse', 'appartment', 'first_floor', 'mums_house', 'moms_house', 'home', 'old_place', 'spare_room', 'hotel_room', 'spare_bedroom', 'little_apartment', 'dance_studio', 'old_room', 'guest_house', 'old_bedroom', 'dorm_room', 'parents_house', 'new_apartment', 'motel_room', 'boys_house', 'complex', 'huge_house', 'own_house', 'house', 'attic', 'old_house', 'hotel', 'mansion', 'shack', 'pent_house', 'massive_house', 'first_house', 'stair', 'bungalow', 'tiny_apartment', 'guest_room', 'basement', 'new_house', 'mover', 'new_room', 'cottage', 'master_bedroom', 'garage', 'clubhouse', 'beach_house', 'small_house', 'condo', 'guest_bedroom', 'renovate', 'villa', 'parents_room', 'motel', 'apartment_building', 'tiny_house', 'hotel_suite', 'own_bedroom', 'lodge', 'dorm', 'apartment_complex', 'upstairs', 'penthouse', 'bedroom', 'small_apartment', 'loft']","[0, 62, 36, 71, 43]"
55,divine,"['bless', 'blessing', 'baptism', 'priest', 'divine']","['creation', 'greatness', 'just_man', 'god', 'hath', 'pray', 'fates', 'baptized', 'bless', 'christ', 'jesus', 'angels', 'higher_power', 'rejoice', 'creator', 'allah', 'immortality', 'covenant', 'virtue', 'fertility', 'offerings', 'eternal_life', 'hecate', 'devotion', 'priest', 'prayer', 'the_moon_goddess', 'preached', 'bestowed', 'riches', 'goddesses', 'prayers', 'baptism', 'disciples', 'purity', 'beloved', 'lord', 'good_fortune', 'the_holy_spirit', 'thee', 'priests', 'forsaken', 'lords', 'blessing', 'merciful', 'gods', 'deity', 'honour', 'almighty', 'offering', 'prophet', 'thou', 'preacher', 'humility', 'praise', 'bestow', 'heavens', 'divine', 'blessed', 'goddess', 'sacrifice', 'thy', 'resurrection', 'honor', 'blessings', 'salvation', 'sinner', 'sinned', 'worship', 'wisdom', 'pastor']","[20, 57, 67, 21, 27]"
56,sexual,"['cum', 'sucking', 'harassment', 'relationship', 'pleasurable']","['moan', 'tasting', 'relationship', 'cck', 'licking', 'grind', 'suck', 'foreplay', 'sucking', 'nipple', 'womanhood', 'orgasms', 'taste', 'cunt', 'big_cock', 'sperm', 'so_much_pleasure', 'moans', 'pleasuring', 'nipples', 'climax', 'saliva', 'teasing', 'pleasurable', 'seed', 'wetness', 'arousal', 'dick', 'anus', 'sex', 'cummed', 'thrusting', 'fuck', 'release', 'vagina', 'friction', 'core', 'grinding', 'pussy', 'spanking', 'harassment', 'precum', 'dck', 'clit', 'semen', 'cock', 'pleasured', 'cum', 'tongue', 'cumming', 'tit', 'thrust', 'manhood', 'thrusts', 'sucked', 'moaning', 'orgasm', 'ecstasy', 'pssy', 'penis', 'kissing', 'pleasure', 'juices', 'erection', 'lick', 'sexual']","[13, 16, 38, 73, 14]"
57,fear,"['insecurity', 'unhappiness', 'agitation', 'adrenaline', 'tremor']","['aggression', 'sudden_rush', 'possessiveness', 'dread', 'unease', 'nervousness', 'entire_being', 'veins', 'tremors', 'guilt', 'anger', 'frustration', 'coursing', 'numbness', 'awareness', 'familiar_feeling', 'hysteria', 'hopelessness', 'insecurity', 'intensity', 'turmoil', 'pain', 'resentment', 'nervous_energy', 'paranoia', 'restlessness', 'revulsion', 'anguish', 'bloodlust', 'adrenaline', 'helplessness', 'calmness', 'fury', 'weariness', 'unhappiness', 'euphoria', 'excitement', 'selfloathing', 'agitation', 'overwhelming_feeling', 'anxiousness', 'nausea', 'nostalgia', 'impatience', 'disorientation', 'adrenalin', 'uncertainty', 'panic', 'surge', 'whole_being', 'fatigue', 'tremor', 'adrenaline_rush', 'desperation', 'anxiety', 'uneasiness', 'fear', 'vulnerability', 'exhilaration', 'trepidation', 'bravado', 'apprehension', 'rage', 'rapture', 'strain', 'elation']","[30, 42, 52, 12, 40]"
58,irritability,"['irritable', 'impatience', 'sullen', 'grumble', 'grumpy']","['hostile', 'aggravated', 'strained', 'dejected', 'chipper', 'scolding', 'irate', 'snappy', 'uncharacteristically', 'angry', 'condescending', 'cranky', 'decidedly', 'annoyingly', 'skittish', 'exasperated', 'miffed', 'displeased', 'fidgety', 'subdued', 'weary', 'disgruntled', 'unimpressed', 'panicky', 'indignant', 'irritating', 'worrisome', 'smug', 'fatigued', 'grumble', 'irritated', 'edgy', 'impatient', 'snarky', 'disturbed', 'frustrated', 'anxious', 'annoyed', 'defensive', 'agitation', 'moody', 'unsettled', 'grumpy', 'troubled', 'impatience', 'restless', 'irritation', 'persistent', 'distressed', 'resentful', 'irritability', 'amused', 'stern', 'tearful', 'annoyance', 'grouchy', 'irritable', 'unsatisfied', 'whiny', 'flustered', 'usual_self', 'sullen', 'angered', 'peeved', 'agitated', 'glum', 'unnerved']","[2, 38, 28, 26, 69]"
59,superhero,"['robin', 'mutant', 'hulk', 'garb', 'headdress']","['swan', 'pegasus', 'hulk', 'enderman', 'turtle', 'like_creature', 'cyborg', 'slayer', 'gorilla', 'wolverine', 'hunter', 'unicorn', 'bacca', 'tiger', 'garb', 'eagle', 'robin', 'reptile', 'fairy', 'ninja', 'hedgehog', 'lizard', 'lion', 'skeleton', 'poodle', 'rhino', 'dinosaur', 'giant', 'superhero', 'headdress', 'mutant', 'fox', 'falcon', 'shapeshifter', 'hound']","[22, 24, 15, 20, 30]"
60,business,"['dealership', 'client', 'employ', 'administration', 'commerce']","['agency', 'institution', 'oversee', 'warrant', 'overseeing', 'government', 'the_information_alliance', 'funded', 'negotiations', 'affairs', 'revoked', 'intrepid', 'law_enforcement', 'petition', 'funding', 'convenience', 'superiors', 'commerce', 'testimony', 'informant', 'discretion', 'parliament', 'maintenance', 'marketing', 'sales', 'senate', 'obligations', 'funds', 'candidate', 'benefactor', 'client', 'trade', 'donation', 'cabal', 'authorized', 'communications', 'policy', 'financial', 'purposes', 'executives', 'companies', 'profits', 'program', 'investigation', 'service', 'ownership', 'associate', 'debtor', 'politician', 'employer', 'real_estate', 'seller', 'disposal', 'objectives', 'attorney', 'payroll', 'conducting', 'accounting', 'partnership', 'business', 'qualifications', 'association', 'profession', 'corporation', 'colleagues', 'campaign', 'payment', 'establishment', 'school_board', 'administration', 'committee', 'retirement', 'representative', 'conducted', 'council', 'supervisor', 'police_force', 'commission', 'services', 'higher_ups', 'associates', 'other_companies', 'operations', 'lawsuit', 'employ', 'contracts', 'compensation', 'buyer', 'banker', 'investigations', 'employed', 'advisors', 'congress', 'employment', 'fbi', 'protocol', 'clients', 'employers', 'investment', 'evaluation', 'requirements', 'lawyers', 'organization', 'contractor', 'investments', 'industry', 'investors', 'principles', 'specialist', 'finances', 'occupation', 'membership', 'expressly', 'department', 'undertake', 'accommodation', 'scholars', 'solicitor', 'resource', 'consultant', 'organisation', 'personnel', 'conduct', 'dealership', 'ambassador', 'bosses', 'jurisdiction']","[38, 120, 31, 106, 87]"
61,driving,"['rev', 'honking', 'road', 'destination', 'neighborhood']","['bikes', 'traffic_lights', 'the_end_of_the_street', 'building', 'small_street', 'next_house', 'railroad_tracks', 'back_road', 'parked', 'small_park', 'half_a_mile', 'busy_road', 'other_cars', 'apartment_block', 'narrow_road', 'main_road', 'truck', 'complex', 'dirt_path', 'dark_streets', 'parking_garage', 'main_street', 'paved_road', 'gravel_road', 'intersection', 'roads', 'side_road', 'black_car', 'parking_area', 'dirt_road', 'train_station', 'deserted_street', 'next_block', 'highway', 'country_road', 'tram', 'main_roads', 'freeway', 'traffic', 'drive', 'busy_street', 'parking_lot', 'white_van', 'many_cars', 'empty_streets', 'bus_station', 'golf_cart', 'subdivision', 'high_way', 'lane', 'buses', 'small_building', 'few_miles', 'car_park', 'motorbike', 'parking_space', 'interstate', 'big_building', 'cruised', 'speeding', 'suv', 'plaza', 'large_building', 'driving', 'rode', 'deserted_road', 'few_cars', 'side_streets', 'motorway', 'small_road', 'parking', 'honking', 'black_suv', 'sidewalk', 'open_road', 'long_road', 'destination', 'street', 'empty_road', 'wooded_area', 'cars', 'winding_road', 'footpath', 'car', 'empty_street', 'cruising', 'road', 'pedestrians', 'back_roads', 'rev', 'driveway', 'neighborhood', 'quiet_street', 'large_house', 'vehicle', 'red_car', 'carpark', 'train_tracks', 'cabs', 'next_street', 'long_driveway', 'side_street', 'few_blocks', 'stop_sign', 'taxis', 'apartment_building', 'huge_building', 'subway', 'apartment_complex', 'school_car_park', 'gas_station', 'vehicles']","[37, 77, 54, 63, 34]"
62,pet,"['wagging', 'affectionately', 'hind', 'pet', 'kitty']","['petted', 'wagged', 'puppy', 'little_puppy', 'petting', 'beagle', 'little_kitten', 'snowflake', 'yipped', 'turtle', 'hind', 'hamster', 'purring', 'scaredy', 'wolf_ears', 'pug', 'grinny', 'bunny', 'kittens', 'german_shepherd', 'kitty', 'cat_ears', 'old_dog', 'tiger', 'tail', 'kitten', 'doggy', 'dog', 'monkey', 'affectionately', 'cat', 'pony', 'donkey', 'mouse', 'wagging', 'dusty', 'lizard', 'lion', 'meowing', 'golden_retriever', 'muffin', 'poodle', 'pup', 'wags', 'little_dog', 'ears', 'pet', 'fox', 'fawn', 'small_dog', 'buddy']","[50, 24, 6, 22, 48]"
63,childish,"['joy', 'amusing', 'silly', 'happy', 'joking']","['stupid', 'entertaining', 'laugh', 'good', 'funny', 'angry', 'cheerful', 'happiness', 'hilarious', 'nice', 'cute', 'meant', 'true', 'though', 'serious', 'joke', 'amusing', 'genuine', 'sad', 'hysterical', 'nervous', 'scared', 'delighted', 'comical', 'unhappy', 'faking', 'ridiculous', 'overjoyed', 'disappointed', 'joy', 'humorous', 'seriously', 'actually', 'surprised', 'crazy', 'carefree', 'ecstatic', 'embarrassed', 'honestly', 'contented', 'joyful', 'adorable', 'thrilled', 'elated', 'embarrassing', 'silly', 'innocent', 'amused', 'annoying', 'glad', 'fun', 'mad', 'genuinely', 'wonderful', 'enthusiastic', 'upset', 'childish', 'proud', 'jealous', 'giddy', 'happy', 'contagious', 'bad', 'excited', 'weird', 'great', 'joking', 'worried', 'pleased']","[37, 10, 62, 53, 22]"
64,cooking,"['seafood', 'curry', 'cooking', 'egg', 'mince']","['bacons', 'scrambled_eggs', 'french_toast', 'roasted_chicken', 'chocolate_chip_cookies', 'fried_rice', 'cookie_dough', 'chicken_wings', 'muffins', 'oatmeal', 'meats', 'blueberry', 'baked', 'cookies', 'sausage', 'melted_cheese', 'skillet', 'grapes', 'alfredo', 'chicken_nuggets', 'sausages', 'omelet', 'tofu', 'maple_syrup', 'garlic_bread', 'grilled_cheese', 'macaroni', 'tortillas', 'big_plate', 'crusts', 'green_beans', 'ravioli', 'fruit_salad', 'toast', 'spaghetti', 'omelettes', 'corn', 'noodles', 'baked_chicken', 'plateful', 'favorite_breakfast', 'biscuits', 'pudding', 'dessert', 'gravy', 'desserts', 'roast_chicken', 'crepes', 'fruit', 'toasted', 'tomato_soup', 'mashed_potato', 'seafood', 'celery', 'roast', 'peppers', 'chocolate_chips', 'garlic', 'pie', 'vegetables', 'sandwhiches', 'favorite_meal', 'hash_browns', 'ramen_noodles', 'lobster', 'potato_salad', 'strawberries', 'broccoli', 'veggies', 'breads', 'chocolate_chip_pancakes', 'omelets', 'beef', 'baked_beans', 'turkey', 'mince', 'roast_beef', 'lasagne', 'soup', 'cooked', 'casserole', 'egg', 'spinach', 'cornflakes', 'omlet', 'bagels', 'pumpkin_pie', 'onion', 'cucumbers', 'bacon', 'dumplings', 'mushrooms', 'mashed_potatoes', 'lasagna', 'dish', 'shrimp', 'mash_potatoes', 'cinnamon_rolls', 'hamburgers', 'lettuce', 'stir_fry', 'hot_dogs', 'chicken_soup', 'curry', 'baked_potatoes', 'onions', 'salmon', 'orange_chicken', 'waffles', 'tuna', 'asparagus', 'pancakes', 'chicken', 'potatoes', 'croissants', 'grilled', 'cakes', 'grilled_chicken', 'toasts', 'cheerios', 'cooker', 'pork_chops', 'cereals', 'stew', 'eggs', 'apple_pie', 'cheese', 'deer_meat', 'cooking', 'rice', 'cabbage', 'chicken_noodle_soup', 'fresh_fruit', 'steak', 'hotdogs', 'fried_eggs', 'scones', 'cornbread', 'fried_chicken', 'brownies', 'omelette', 'porridge', 'blueberry_pancakes', 'cake', 'favorite_cereal', 'chocolate_cake', 'pasta', 'pork', 'lucky_charms', 'seasoning', 'beef_stew', 'serving', 'bread', 'chocolate_pancakes', 'frying', 'french_fries', 'buttered', 'chili', 'steaks', 'meatballs', 'blueberries', 'breakfast_food', 'baking', 'spagetti', 'meatloaf']","[165, 90, 65, 169, 8]"
65,exasperation,"['hatred', 'annoyance', 'flaring', 'irritation', 'agitation']","['aggression', 'confusion', 'vexation', 'unease', 'incredulity', 'disapproval', 'disdain', 'anger', 'frustration', 'loathing', 'own_anger', 'aggravation', 'disappointment', 'discontent', 'resentment', 'contempt', 'hostility', 'revulsion', 'anguish', 'eagerness', 'seething', 'determination', 'slight_fear', 'disgust', 'exasperation', 'distaste', 'menace', 'scorn', 'fury', 'jealously', 'more_anger', 'indignation', 'pure_anger', 'pure_hatred', 'flaring', 'mortification', 'agitation', 'malice', 'defiance', 'anxiousness', 'amusement', 'impatience', 'jealousy', 'distrust', 'irritation', 'uncertainty', 'pure_rage', 'outrage', 'desperation', 'annoyance', 'uneasiness', 'slight_anger', 'smugness', 'fear', 'mockery', 'wariness', 'playfulness', 'trepidation', 'apprehension', 'rage', 'hatred', 'displeasure']","[33, 37, 48, 14, 47]"
66,religion,"['blessing', 'divine', 'biblical', 'biblical', 'saint']","['hath', 'redemption', 'acirceurooeligit', 'rejoice', 'righteousness', 'creator', 'virtue', 'eternal_life', 'great_power', 'great_gift', 'lineage', 'great_man', 'wonderful_thing', 'bloodline', 'good_fortune', 'penance', 'birthright', 'wealth', 'descendant', 'corrupted', 'deity', 'yagya', 'humility', 'naught', 'catholic', 'salvation', 'blessings', 'worship', 'mankind', 'good_man', 'human_life', 'saint', 'kind_heart', 'fates', 'baptized', 'free_will', 'divinity', 'great_love', 'honorable', 'mortal', 'beautiful_thing', 'biblical', 'own_right', 'seer', 'reincarnated', 'justice', 'sacred', 'purity', 'strong_woman', 'religion', 'posses', 'merciful', 'defiled', 'believer', 'thou', 'birthed', 'praise', 'royal_blood', 'human_nature', 'sinner', 'offspring', 'wisdom', 'eternal', 'unworthy', 'incarnation', 'ambition', 'miracles', 'covenant', 'whereby', 'desire', 'preached', 'riches', 'royalty', 'nobility', 'representation', 'the_holy_spirit', 'downfall', 'destroyer', 'blessing', 'commoner', 'almighty', 'prophet', 'bestow', 'trickery', 'divine', 'goddess', 'sacrifice', 'resurrection', 'worshipper', 'sinned', 'fallen_angel', 'noble', 'worthy', 'greatness', 'just_man', 'damned', 'mortality', 'pure_heart', 'higher_power', 'reincarnation', 'tyrant', 'immortality', 'devotion', 'bestowed', 'abomination', 'disgrace', 'loyalty', 'astounding', 'good_deeds', 'deserving', 'chastity', 'wise_man', 'wickedness', 'blessed', 'descendent', 'greater_good', 'worshiped']","[112, 39, 83, 83, 82]"
67,hipster,"['chic', 'wannabe', 'artsy', 'geeky', 'brand']","['latest_fashion', 'hippie', 'grunge', 'sporty', 'hipster', 'flashy', 'brand', 'skater', 'generic', 'stylish', 'new', 'hippy', 'multi', 'trendy', 'trashy', 'preppy', 'surfer', 'chic', 'wannabe', 'vintage', 'high_class', 'retro', 'fashion', 'designer', 'girly', 'artsy', 'gothic', 'urban', 'goth', 'super_model', 'tacky', 'fabulously', 'geeky', 'classic', 'artistic', 'fashionable', 'badass', 'fashionista', 'prissy', 'showy', 'movie_star', 'classy']","[40, 25, 10, 35, 31]"
68,internet,"['laptop', 'screen', 'networking', 'internet', 'worldwide']","['icon', 'browser', 'small_screen', 'school_website', 'tumblr', 'new_tab', 'pc', 'screen', 'twitter_app', 'youtube', 'television', 'black_screen', 'desktop', 'homepage', 'laptop_screen', 'twitter_feed', 'internet', 'keyboard', 'news_channel', 'lap_top', 'twitter_page', 'iphone', 'channel', 'computer', 'tablet', 'profile_picture', 'webpage', 'apps', 'mobile', 'camera_roll', 'facebook_account', 'timeline', 'imac', 'laptop', 'tiny_screen', 'lock_screen', 'computer_screen', 'newsfeed', 'screens', 'main_screen', 'home_screen', 'audio', 'ads', 'worldwide', 'chat_box', 'downloaded', 'phone_screen', 'networking', 'twitter', 'web_page', 'tab', 'news_feed', 'flash_drive', 'logging', 'macbook', 'facebook', 'facebook_page', 'search_bar', 'projector', 'webcam', 'website', 'laptops', 'ipad', 'app', 'home_page', 'google']","[1, 3, 43, 0, 58]"
69,surprise,"['overjoyed', 'exclaimed', 'elation', 'astonishing', 'shocking']","['mystified', 'astounded', 'shocking', 'astonished', 'incredible', 'awed', 'terrified', 'irked', 'shocked', 'terrifying', 'unsettling', 'baffled', 'saddened', 'sickened', 'unnerved', 'frightening', 'comical', 'joyous', 'remarkable', 'delighted', 'petrified', 'alarming', 'brilliant', 'astonishing', 'overjoyed', 'surprise', 'frightened', 'laughable', 'astounding', 'surprised', 'ecstatic', 'unbelievable', 'jubilant', 'distraught', 'impressed', 'joyful', 'horrifying', 'thrilled', 'elated', 'amused', 'smitten', 'infuriated', 'positively', 'flabbergasted', 'amazed', 'awestruck', 'bewildered', 'incredulous', 'giddy', 'surprising', 'horrified', 'mortified', 'intrigued', 'enthralled', 'exclaimed', 'gleeful', 'appalled', 'elation', 'pleased', 'startling']","[39, 46, 56, 72, 14]"
70,reading,"['author', 'narrative', 'literary', 'revise', 'poem']","['trilogy', 'title', 'great_book', 'final_chapter', 'third_person', 'literary', 'new_version', 'john_green', 'prequel', 'memoir', 'author', 'write', 'science_fiction', 'story', 'amazing_story', 'plot', 'own_book', 'story_idea', 'prompt', 'dialogue', 'blurb', 'previous_chapters', 'storyline', 'format', 'poems', 'chapter_title', 'entertainment_purposes', 'fanfiction', 'first_poem', 'references', 'rewritten', 'quote', 'excerpt', 'short_stories', 'paragraph', 'reader', 'entire_story', 'first_paragraph', 'other_writers', 'actual_story', 'biography', 'first_draft', 'writings', 'prologue', 'review', 'authors', 'whole_book', 'own_story', 'rough_draft', 'last_story', 'oneshot', 'writing', 'plot_line', 'preferences', 'poetry', 'just_a_book', 'narrative', 'autobiography', 'first_attempt', 'definitions', 'published', 'first_entry', 'synopsis', 'story_plot', 'entire_book', 'writer', 'fan_fiction', 'original_story', 'translations', 'reading', 'shakespeare', 'diary_entry', 'novel', 'summary', 'descriptions', 'previous_chapter', 'revise', 'story_line', 'own_ideas', 'poem', 'short_story', 'translation', 'publishing']","[70, 84, 8, 44, 51]"
71,worship,"['biblical', 'preach', 'revere', 'deity', 'sacrifice']","['perish', 'redemption', 'reward', 'rejoice', 'righteousness', 'oppose', 'virtue', 'eternal_life', 'undermine', 'sacrificing', 'doom', 'entrusted', 'proclaim', 'penance', 'preach', 'deity', 'resurrect', 'revere', 'overthrow', 'equality', 'condemn', 'neglect', 'honor', 'salvation', 'worship', 'fates', 'free_will', 'atone', 'sacrificed', 'deeds', 'eradicate', 'enslaved', 'biblical', 'endanger', 'fulfill', 'condemned', 'justice', 'allegiance', 'ruling', 'pledge', 'strive', 'possess', 'greater_good', 'praise', 'preserve', 'safeguard', 'defy', 'corrupt', 'liberate', 'prosper', 'vanquish', 'integrity', 'influence', 'allah', 'surpass', 'fulfil', 'thrive', 'desire', 'imprison', 'value', 'conquer', 'obliterate', 'attain', 'prophet', 'sacrifices', 'bestow', 'dictate', 'educate', 'benefit', 'sacrifice', 'resurrection', 'sinned', 'fulfilling', 'greatness', 'reap', 'damned', 'deprive', 'commend', 'invoke', 'higher_power', 'reincarnation', 'forsake', 'immortality', 'pledged', 'avenge', 'redeemed', 'glorify', 'own_happiness', 'loyalty', 'repent', 'devote', 'good_deeds', 'honour', 'exploit', 'befall', 'triumph', 'wronged', 'prevail', 'enslave']","[69, 30, 29, 4, 94]"
